display,id,object_type,natural_slug,log_level,grouping,message,log_object,absolute_url,job_result__id,created
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",6208cc86-1bc2-4091-b2a8-e51530807388,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:09.594783+01:00
"Unable to get or create a Platform named gaia, Device named FW1-Intra-NM will not have a Platform assigned",065b63ff-6e28-4e18-af37-b4b882b5d9fe,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-Intra-NM will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:09.598289+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",00735c0c-4b19-49c2-abb0-fd583f29ed7e,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:12.474656+01:00
"Unable to get or create a Platform named gaia, Device named FW1-MGMT-LAN-NM will not have a Platform assigned",8bbdfd0a-318f-4edf-83af-73872818d4a3,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-MGMT-LAN-NM will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:12.476993+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",7d0c35c1-a8de-4747-bd2e-0f83cf3384d6,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:13.471120+01:00
"Unable to get or create a Platform named gaia, Device named INTERNET-10G-NM will not have a Platform assigned",17668e1d-b6de-47f6-8bc6-a6f0ddb15c02,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named INTERNET-10G-NM will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:13.473172+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",7d14fe23-5564-4bfd-b9a0-7ea6b6f608b7,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:14.481193+01:00
"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-NM will not have a Platform assigned",9ea41a1d-eb00-4dda-950c-5426f8c14698,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-NM will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:14.484194+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",f4d5650a-f05c-4ef7-b702-6dc100a183ef,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:14.569112+01:00
"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-NM will not have a Platform assigned",b10a93fd-0e6a-4864-8629-714f105c085f,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-NM will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:14.571310+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c98d484a-3a95-46dc-bc12-1e2353c8025b,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:17.849800+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-SDACCESS will not have a Platform assigned",2a0f686d-4106-4071-a80d-42982b5c2b65,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-SDACCESS will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:17.853635+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",8a661b09-8487-4982-8c10-49878001d90d,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:17.944544+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-RAS will not have a Platform assigned",bcd27e71-3cd4-421d-853c-fd366b58adbf,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-RAS will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:17.948650+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",5ebd7042-584f-4406-9c4d-1729df5473ac,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:18.025844+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/0 will not have a Platform assigned",a35dc4b0-a6b7-4a73-83ed-1aa3a6b95393,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/0 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:18.028404+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",dc1ee968-983b-47ff-8779-b6d2b9d0e6cc,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:18.110245+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-STS will not have a Platform assigned",8af45baf-dc6b-4304-b76a-e9b60c33471d,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-STS will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:18.112968+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",0ba41362-5d9c-4b85-9576-1b199b9f38a2,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:18.781685+01:00
"Unable to get or create a Platform named gaia, Device named fw1-mgmt-1 will not have a Platform assigned",c1ff80ba-9ece-49d8-b8fd-628dead67893,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named fw1-mgmt-1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:18.783970+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c1da5e14-75f6-400b-9cfd-d6ce5001e4f3,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:19.123490+01:00
"Unable to get or create a Platform named gaia, Device named FW-MUSEO-CED-1 will not have a Platform assigned",84e451a0-bff3-4dbf-964b-0d462ab36bce,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW-MUSEO-CED-1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:19.125652+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",6a46e123-3901-4264-84b2-62e61c8216b0,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:25.304249+01:00
"Unable to get or create a Platform named gaia, Device named FW1-Intra-Ced1 will not have a Platform assigned",bfd0c164-727c-4951-ba94-666287d52052,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-Intra-Ced1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:25.306950+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",fca0e09e-b094-488f-a612-78ff50d6fbc4,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:28.085775+01:00
"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-CED1 will not have a Platform assigned",1f33c1c5-a69c-440f-8f9f-b485b892294c,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-CED1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:28.088916+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c8f0ff4d-8dc7-442d-9a3d-15c7f755b5ab,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:28.242059+01:00
"Unable to get or create a Platform named gaia, Device named FW-INTERNET-10G-CED-1 will not have a Platform assigned",6f46dd2a-c730-472b-a41f-8e73fec84f65,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW-INTERNET-10G-CED-1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:28.245348+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",30aad42e-b624-4581-b873-71875b3848c6,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:28.746982+01:00
"Unable to get or create a Platform named gaia, Device named fw1-interno-ced1 will not have a Platform assigned",25067c72-b2ae-482e-9367-5217d1873a43,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named fw1-interno-ced1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:28.750346+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",fc273137-2241-4a23-a90e-d64c7b671c50,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:33.223093+01:00
"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-CED-1 will not have a Platform assigned",139d28e9-299a-4ad6-acb3-e8c1f5facaa2,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-CED-1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:33.230111+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",1467ab0f-e4e5-418d-9035-95059126566e,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:33.602485+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/0 will not have a Platform assigned",529d8b61-dfc8-49c7-b0bc-0670efbceea5,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/0 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:33.605513+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",46d1f9cf-e2b6-406b-9cd8-a69055fcf990,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:33.798468+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-SDACCESS will not have a Platform assigned",6170a624-68f3-492a-aa75-795c04d064d3,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-SDACCESS will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:33.801290+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",bca537b6-3325-46a5-be79-7c19701273ad,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:34.002863+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-STS will not have a Platform assigned",cccc142b-2478-45b6-86dd-cdedbc84c61e,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-STS will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:34.005078+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",767130fa-3c9c-491b-bedb-f174d42938b3,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:34.570886+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-RAS will not have a Platform assigned",f59ca284-1200-4277-b56d-080cc4b1e247,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-RAS will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:12:34.574295+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",562040e8-0391-413d-9967-5a22b8ad5dd3,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:13:07.730639+01:00
"Unable to get or create a Platform named gaia, Device named FW1-BEV02 will not have a Platform assigned",5822670e-ba80-4d10-b84f-71a952e3d097,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-BEV02 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:13:07.733476+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",8ea8c274-2b5a-4366-a536-e5981b1ca270,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:13:26.325331+01:00
"Unable to get or create a Platform named gaia, Device named FW1-BEV01 will not have a Platform assigned",72f4c0cd-67f6-4efb-99de-20c45045eaa0,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-BEV01 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:13:26.331800+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",e23a4803-5589-49b2-8f89-73f5843a8643,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:14:09.015987+01:00
"Unable to get or create a Platform named gaia, Device named FW1-CT1 will not have a Platform assigned",6f3df160-da36-4615-9733-91b205a97f7a,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-CT1 will not have a Platform assigned",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:14:09.018789+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",880fdc4b-bf1f-42b6-bc61-bd346c632770,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,d93a7f0a-544f-4308-8dd0-a4be6e7f83f7,2026-03-26T09:14:09.204518+01:00
