display,id,object_type,natural_slug,log_level,grouping,message,log_object,absolute_url,job_result__id,created
"DiffSync Summary: Create: 1089, Update: 20, Delete: 113, No Change: 898",918ef87b-765c-4c82-85f9-749edc273402,extras.joblogentry,unknown,info,sync_data,"DiffSync Summary: Create: 1089, Update: 20, Delete: 113, No Change: 898",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:05.621559+01:00
Syncing from IP Fabric to Nautobot,82fce29d-cca9-43f2-9036-e8888f62a462,extras.joblogentry,unknown,info,sync_data,Syncing from IP Fabric to Nautobot,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:05.624070+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",89ca16da-479b-4f3a-9daf-fa30460c9769,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:07.181538+01:00
"Unable to get or create a Platform named gaia, Device named INTERNET-10G-NM will not have a Platform assigned",90d57fdc-633e-4abc-ae57-4393b54c6821,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named INTERNET-10G-NM will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:07.184063+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",dde72fcd-6c76-4579-87c2-df4a59690f6c,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:07.255184+01:00
"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-NM will not have a Platform assigned",c8fe9f81-005e-4da1-94cb-628ce7081a15,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-NM will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:07.257842+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",f4001823-6006-4482-91bb-afcb81fde480,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:07.507006+01:00
"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-NM will not have a Platform assigned",51832fd6-38fe-4c45-a064-bc66c338940e,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-NM will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:07.509102+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c41ef4ff-7253-4fec-8336-0e05b8a759dd,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:09.625394+01:00
"Unable to get or create a Platform named gaia, Device named FW1-MGMT-LAN-NM will not have a Platform assigned",fc60bd09-8484-4020-b06f-27d1a74b3f60,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-MGMT-LAN-NM will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:09.628033+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c2b4aaa0-3715-45ca-ac33-1cb4cd89af80,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:13.556262+01:00
"Unable to get or create a Platform named gaia, Device named FW1-Intra-NM will not have a Platform assigned",e4048c55-87ce-471a-99e3-3e3d7c1fc21e,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-Intra-NM will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:13.558262+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",90b6c56e-3f9a-4a1c-92c7-0e57d2b7301d,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:13.730922+01:00
"Unable to get or create a Platform named gaia, Device named fw1-interno-nm will not have a Platform assigned",39382cbf-1c97-4455-bcb4-13c3bcf87ba0,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named fw1-interno-nm will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:13.732944+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",5c6eff12-4b7c-4a14-b792-4a0c02661652,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:14.625837+01:00
"Unable to get or create a Platform named gaia, Device named FW-MUSEO-NM will not have a Platform assigned",e5a4ff19-ab7b-4832-92ce-77a81f508013,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW-MUSEO-NM will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:14.628582+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",a7fae8cc-3e0b-47e6-8dde-ddd7ba9449ec,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:15.674123+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-SDACCESS will not have a Platform assigned",206ca2dd-1587-4619-b27a-a90793701471,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-SDACCESS will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:15.676116+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",e7c48447-da67-4c22-9205-4cffb3c206a9,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:15.750859+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-RAS will not have a Platform assigned",af1e2b9d-5b13-4b0b-99f8-f990a49012dc,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-RAS will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:15.752969+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",9149a276-b616-46e9-bd02-5a8745b0a2ee,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:15.913530+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/0 will not have a Platform assigned",e3191bb0-4f6f-4b84-a8ee-c40aadee876e,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/0 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:15.915493+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",0db15b27-1bec-46db-a07a-ddad9f0a4daf,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:16.073085+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-STS will not have a Platform assigned",a7a0b342-70f0-499d-8b8b-6c2afc362eca,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-NM/VSX1-19200-NM_VS-FW-STS will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:16.075157+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",86a80d88-226b-407c-b9ea-f360a0f47168,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:16.456591+01:00
"Unable to get or create a Platform named gaia, Device named fw1-mgmt-1 will not have a Platform assigned",87cd0d1f-347e-4567-af88-210b83c78bf8,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named fw1-mgmt-1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:16.458918+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",9c951d17-d39e-4808-b519-f382c9582c32,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:16.613870+01:00
"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-CED-1 will not have a Platform assigned",6a772e47-f0e8-48dd-bd1b-af3e4a84a63f,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-6400-MGMT-CED-1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:16.615900+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",1ce72df8-f07f-4c04-91bd-3504076d841f,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:18.102968+01:00
"Unable to get or create a Platform named gaia, Device named FW-INTERNET-10G-CED-1 will not have a Platform assigned",7216f953-fa78-4659-bdb7-fc85d49e6ff4,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW-INTERNET-10G-CED-1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:18.105569+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",cec36b03-5708-4ebc-8f69-01b8996e41ed,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:18.296675+01:00
"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-CED1 will not have a Platform assigned",013576ee-294d-4722-89de-dd775abd0dfb,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-EXTRA-CED1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:18.299198+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c0784c91-1964-4126-8fc1-b5cf65366078,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:19.313906+01:00
"Unable to get or create a Platform named gaia, Device named fw1-interno-ced1 will not have a Platform assigned",07dc73a2-9aad-4a10-8026-8736fa6bed71,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named fw1-interno-ced1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:19.316048+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",b951e60e-7eaf-40a3-afc0-1cffdcc44cd7,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:20.347332+01:00
"Unable to get or create a Platform named gaia, Device named FW1-Intra-Ced1 will not have a Platform assigned",fde32843-f456-4ed9-b048-68a29762e119,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-Intra-Ced1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:20.350440+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",57c303b5-9fda-467e-81bc-43be5188c624,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:24.692509+01:00
"Unable to get or create a Platform named gaia, Device named FW-MUSEO-CED-1 will not have a Platform assigned",468bcce0-1006-4aa8-b261-402c07e380ce,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW-MUSEO-CED-1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:24.694616+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",7b7cdfaf-063f-4c0a-8584-b3a0ecf2b3c9,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:24.849796+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-SDACCESS will not have a Platform assigned",2c301437-a5f5-4213-bdcb-1d0989d58dd9,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-SDACCESS will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:24.852090+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",947dad07-d7ad-4fb5-b0b6-8e8be8d41f2a,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:25.017683+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/0 will not have a Platform assigned",cf62384f-a306-453f-ac47-4dc89b8c4487,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/0 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:25.019801+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",9f2400e1-cd6c-41ce-a3cb-1c078e313a24,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:25.191478+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-RAS will not have a Platform assigned",d701d38a-ec72-4ba6-9944-3b2f04da27ee,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-RAS will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:25.194455+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",ede05067-8adc-4bfe-81e2-eca28b64679b,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:25.272496+01:00
"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-STS will not have a Platform assigned",e1b999ed-68ed-46bf-8fbc-9d16eff53ab6,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named VSX1-19200-CED-1/VSX1-19200-CED-1_VS-FW-STS will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:25.274497+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",07c43217-724b-4343-a806-2c43d0425558,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:49.044266+01:00
"Unable to get or create a Platform named gaia, Device named FW1-BEV01 will not have a Platform assigned",49e86f9d-0ae3-4f34-8c94-3ec6013889d6,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-BEV01 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:39:49.046202+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",9cdaa377-052d-4b81-bafe-4ccd0c6c50e1,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:01.343214+01:00
"Unable to get or create a Platform named gaia, Device named FW1-BEV02 will not have a Platform assigned",4a11f78c-9c63-4795-a388-50da2e88e8f2,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-BEV02 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:01.345209+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",6a1e1dd0-7147-45bd-b404-ec15beac2a03,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:31.412294+01:00
"Unable to get or create a Platform named gaia, Device named FW1-CT2 will not have a Platform assigned",d95fa701-a6b6-4742-be9e-757435960772,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-CT2 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:31.415448+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",8cf97d8b-ca70-4035-a471-06d1d7312d97,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:31.496063+01:00
"Unable to get or create a Platform named gaia, Device named FW1-CT1 will not have a Platform assigned",31b4aa61-ec0b-4ed3-be8e-b741c5b3d6fd,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-CT1 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:31.498368+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",6dfb4eb4-9c12-4aed-a564-7b6e8da70f8b,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:43.689184+01:00
Unable to update Device FW1-Cordusio-node2 with a Platform of gaia-embedded,0ccc2940-ed8c-4fba-97c5-2e23ae85c129,extras.joblogentry,unknown,warning,update,Unable to update Device FW1-Cordusio-node2 with a Platform of gaia-embedded,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:43.693805+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",fd2d3910-c577-4de7-839e-1dfde9df79d1,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:43.761446+01:00
Unable to update Device FW1-Cordusio-node1 with a Platform of gaia-embedded,de563fc1-310c-4976-8cb7-0de9c28543d3,extras.joblogentry,unknown,warning,update,Unable to update Device FW1-Cordusio-node1 with a Platform of gaia-embedded,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:43.763365+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",099ff95c-2984-441b-ad62-52c581108fa0,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:46.046380+01:00
"Unable to get or create a Platform named gaia-embedded, Device named FW1-ENG-01 will not have a Platform assigned",18cd22d5-8962-4ddb-a1ac-f41d186a3d0e,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia-embedded, Device named FW1-ENG-01 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:46.048388+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",6656fbc7-4ce2-4993-a59f-b3d10fe0671c,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:46.191443+01:00
"Unable to get or create a Platform named gaia-embedded, Device named FW1-ENG-02 will not have a Platform assigned",5c40e17a-5f89-4da3-811c-291de40c7f71,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia-embedded, Device named FW1-ENG-02 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:46.193437+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",f15cae58-0855-431f-b392-064bfb540079,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:48.070698+01:00
"Unable to get or create a Platform named gaia-embedded, Device named FW1-BRO-02 will not have a Platform assigned",ba9d5a80-2336-4f6d-b523-3a05aac9f8d9,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia-embedded, Device named FW1-BRO-02 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:48.074008+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",3a953fe8-80ce-442d-951f-bb7af238e90f,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:48.239207+01:00
"Unable to get or create a Platform named gaia-embedded, Device named FW1-BRO-01 will not have a Platform assigned",ea173452-7abb-4601-b766-a8c345d283c5,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia-embedded, Device named FW1-BRO-01 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:48.241549+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",538a2cd9-9baa-4e1d-a79a-e6daced5620e,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.337537+01:00
Unable to update Device FW1-MIA-01 with a Platform of gaia-embedded,c5c39511-2563-4dea-8821-a69b3f7ec906,extras.joblogentry,unknown,warning,update,Unable to update Device FW1-MIA-01 with a Platform of gaia-embedded,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.342909+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",380da316-7d10-4b73-9f6d-5052401b530e,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.416360+01:00
Unable to update Device FW1-MIA-02 with a Platform of gaia-embedded,680214e8-6e68-445b-90b7-916677e5b065,extras.joblogentry,unknown,warning,update,Unable to update Device FW1-MIA-02 with a Platform of gaia-embedded,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.418328+01:00
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",83cc392b-5d8f-4c97-8986-a2c9ac10f738,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.474557+01:00
"Unable to get or create a Platform named gaia, Device named FW1-TOK-01 will not have a Platform assigned",0c97c85b-6e89-44a4-8bc8-2396c76acd50,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-TOK-01 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.476892+01:00
